Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Dozie,2025-05-08 12:04:34,00:11:48,,Young Sheldon: Season 7: A Frankenstein's Monster and a Crazy Church Guy (Episode 5),,DefaultWidevineAndroidPhone,00:19:07,00:19:07,NG (Nigeria)
Dozie,2025-05-08 11:52:02,00:12:29,,Young Sheldon: Season 7: Ants on a Log and a Cheating Winker (Episode 4),,DefaultWidevineAndroidPhone,00:19:27,00:19:27,NG (Nigeria)
Dozie,2025-05-08 11:39:44,00:12:15,,Young Sheldon: Season 7: A Strudel and a Hot American Boy Toy (Episode 3),,DefaultWidevineAndroidPhone,00:19:07,00:19:07,NG (Nigeria)
Dozie,2025-05-08 11:28:13,00:11:29,,Young Sheldon: Season 7: A Roulette Wheel and a Piano Playing Dog (Episode 2),,DefaultWidevineAndroidPhone,00:17:54,00:17:54,NG (Nigeria)
Dozie,2025-05-08 11:15:15,00:12:33,,Young Sheldon: Season 7: A Wiener Schnitzel and Underwear in a Tree (Episode 1),,DefaultWidevineAndroidPhone,00:19:36,00:19:36,NG (Nigeria)
Dozie,2025-05-08 11:03:26,00:11:47,,"Young Sheldon: Season 6: A Tornado, a Ten-Hour Flight and a Darn Fine Ring (Episode 22)",,DefaultWidevineAndroidPhone,00:19:53,00:19:53,NG (Nigeria)
Dozie,2025-05-08 10:51:08,00:12:16,,Young Sheldon: Season 6: A Romantic Getaway and a Germanic Meat-Based Diet (Episode 21),,DefaultWidevineAndroidPhone,00:19:49,00:19:49,NG (Nigeria)
Dozie,2025-05-08 10:36:51,00:11:41,,Young Sheldon: Season 6: German for Beginners and a Crazy Old Man with a Bat (Episode 20),,DefaultWidevineAndroidPhone,00:18:08,00:18:08,NG (Nigeria)
Dozie,2025-05-08 10:26:08,00:10:39,,Young Sheldon: Season 6: A New Weather Girl and a Stay-at-Home Coddler (Episode 19),,DefaultWidevineAndroidPhone,00:19:11,00:19:11,NG (Nigeria)
Dozie,2025-05-08 10:14:45,00:11:21,,Young Sheldon: Season 6: Little Green Men and a Fella's Marriage Proposal (Episode 18),,DefaultWidevineAndroidPhone,00:17:59,00:17:59,NG (Nigeria)
Dozie,2025-05-08 10:10:48,00:03:48,,Young Sheldon: Season 6: A German Folk Song and an Actual Adult (Episode 17),,DefaultWidevineAndroidPhone,00:18:31,00:18:31,NG (Nigeria)
Dozie,2025-05-08 09:57:41,00:08:16,,Young Sheldon: Season 6: A German Folk Song and an Actual Adult (Episode 17),,DefaultWidevineAndroidPhone,00:13:00,Not latest view,NG (Nigeria)
Dozie,2025-05-08 09:45:57,00:11:39,,Young Sheldon: Season 6: A Stolen Truck and Going on the Lam (Episode 16),,DefaultWidevineAndroidPhone,00:18:15,00:18:15,NG (Nigeria)
Dozie,2025-05-08 09:33:36,00:12:20,,Young Sheldon: Season 6: Teen Angst and a Smart-Boy Walk of Shame (Episode 15),,DefaultWidevineAndroidPhone,00:19:16,00:19:16,NG (Nigeria)
Dozie,2025-05-08 09:20:26,00:13:09,,Young Sheldon: Season 6: A Launch Party and a Whole Human Being (Episode 14),,DefaultWidevineAndroidPhone,00:20:28,00:20:28,NG (Nigeria)
Dozie,2025-05-08 09:08:38,00:11:47,,"Young Sheldon: Season 6: A Frat Party, a Sleepover and the Mother of All Blisters (Episode 13)",,DefaultWidevineAndroidPhone,00:18:08,00:18:08,NG (Nigeria)
Dozie,2025-05-08 08:56:28,00:12:06,,Young Sheldon: Season 6: A Baby Shower and Testosterone-Rich Banter (Episode 12),,DefaultWidevineAndroidPhone,00:18:44,00:18:44,NG (Nigeria)
Dozie,2025-05-08 08:43:00,00:13:27,,"Young Sheldon: Season 6: Ruthless, Toothless and a Week of Bed Rest (Episode 11)",,DefaultWidevineAndroidPhone,00:20:13,00:20:13,NG (Nigeria)
Dozie,2025-05-08 08:27:02,00:11:48,,Young Sheldon: Season 6: Pancake Sunday and Textbook Flirting (Episode 10),,DefaultWidevineAndroidPhone,00:17:42,00:17:42,NG (Nigeria)
Dozie,2025-05-08 08:07:47,00:13:14,,Young Sheldon: Season 6: College Dropouts and the Medford Miracle (Episode 9),,DefaultWidevineAndroidPhone,00:20:32,00:20:32,NG (Nigeria)
Dozie,2025-05-08 07:54:48,00:12:57,,Young Sheldon: Season 6: Legalese and a Whole Hoo-Ha (Episode 8),,DefaultWidevineAndroidPhone,00:20:24,00:20:24,NG (Nigeria)
Dozie,2025-05-08 07:42:05,00:11:29,,Young Sheldon: Season 6: A Tougher Nut and a Note on File (Episode 7),,DefaultWidevineAndroidPhone,00:17:51,00:17:51,NG (Nigeria)
Dozie,2025-05-08 07:29:33,00:12:31,,"Young Sheldon: Season 6: An Ugly Car, an Affair and Some Kickass Football (Episode 6)",,DefaultWidevineAndroidPhone,00:19:10,00:19:10,NG (Nigeria)
Dozie,2025-05-08 07:17:26,00:12:06,,Young Sheldon: Season 6: A Resident Advisor and the Word 'Sketchy' (Episode 5),,DefaultWidevineAndroidPhone,00:18:58,00:18:58,NG (Nigeria)
Dozie,2025-05-08 07:05:57,00:11:27,,Young Sheldon: Season 6: Blonde Ambition and the Concept of Zero (Episode 4),,DefaultWidevineAndroidPhone,00:17:58,00:17:58,NG (Nigeria)
Dozie,2025-05-08 06:53:32,00:12:23,,Young Sheldon: Season 6: Passion's Harvest and a Sheldocracy (Episode 3),,DefaultWidevineAndroidPhone,00:19:40,00:19:40,NG (Nigeria)
Dozie,2025-05-08 06:40:48,00:12:41,,Young Sheldon: Season 6: Future Worf and the Margarita of the South Pacific (Episode 2),,DefaultWidevineAndroidPhone,00:20:02,00:20:02,NG (Nigeria)
Dozie,2025-05-08 06:28:08,00:12:23,,Young Sheldon: Season 6: Four Hundred Cartons of Undeclared Cigarettes and a Niblingo (Episode 1),,DefaultWidevineAndroidPhone,00:19:10,00:19:10,NG (Nigeria)
Dozie,2025-05-08 06:15:27,00:12:40,,"Young Sheldon: Season 5: A Clogged Pore, a Little Spanish and the Future (Episode 22)",,DefaultWidevineAndroidPhone,00:19:27,00:19:27,NG (Nigeria)
Dozie,2025-05-08 06:03:33,00:11:45,,"Young Sheldon: Season 5: White Trash, Holy Rollers and Punching People (Episode 21)",,DefaultWidevineAndroidPhone,00:18:47,00:18:47,NG (Nigeria)
Dozie,2025-05-08 05:51:44,00:11:48,,Young Sheldon: Season 5: Uncle Sheldon and a Hormonal Firecracker (Episode 20),,DefaultWidevineAndroidPhone,00:18:26,00:18:26,NG (Nigeria)
Dozie,2025-05-08 05:37:13,00:13:36,,Young Sheldon: Season 5: A God-Fearin' Baptist and a Hot Trophy Husband (Episode 19),,DefaultWidevineAndroidPhone,00:20:32,00:20:32,NG (Nigeria)
Dozie,2025-05-08 05:25:19,00:11:51,,"Young Sheldon: Season 5: Babies, Lies and a Resplendent Cannoli (Episode 18)",,DefaultWidevineAndroidPhone,00:18:01,00:18:01,NG (Nigeria)
Dozie,2025-05-08 05:13:30,00:11:48,,"Young Sheldon: Season 5: A Solo Peanut, a Social Butterfly and the Truth (Episode 17)",,DefaultWidevineAndroidPhone,00:18:35,00:18:35,NG (Nigeria)
Dozie,2025-05-08 05:02:11,00:11:18,,Young Sheldon: Season 5: A Suitcase Full of Cash and a Yellow Clown Car (Episode 16),,DefaultWidevineAndroidPhone,00:17:50,00:17:50,NG (Nigeria)
Dozie,2025-05-08 04:49:23,00:12:46,,"Young Sheldon: Season 5: A Lobster, an Armadillo and a Way Bigger Number (Episode 15)",,DefaultWidevineAndroidPhone,00:19:30,00:19:30,NG (Nigeria)
Dozie,2025-05-08 04:36:11,00:13:10,,Young Sheldon: Season 5: A Free Scratcher and Feminine Wiles (Episode 14),,DefaultWidevineAndroidPhone,00:19:45,00:19:45,NG (Nigeria)
Dozie,2025-05-08 04:24:40,00:11:30,,Young Sheldon: Season 5: A Lot of Band-Aids and the Cooper Surrender (Episode 13),,DefaultWidevineAndroidPhone,00:17:54,00:17:54,NG (Nigeria)
Dozie,2025-05-08 04:20:24,00:04:15,,Young Sheldon: Season 5: A Pink Cadillac and a Glorious Tribal Dance (Episode 12),,DefaultWidevineAndroidPhone,00:19:05,00:19:05,NG (Nigeria)
Dozie,2025-05-07 19:22:56,00:06:45,,Young Sheldon: Season 5: A Pink Cadillac and a Glorious Tribal Dance (Episode 12),,DefaultWidevineAndroidPhone,00:12:45,Not latest view,NG (Nigeria)
Dozie,2025-05-07 19:20:39,00:00:37,Autoplayed: user action: None; ,Season 1 Bonus Video 6: Warrior Nun,HOOK,DefaultWidevineAndroidPhone,00:00:37,00:00:37,NG (Nigeria)
Dozie,2025-05-07 18:59:25,00:00:10,Autoplayed: user action: None; ,Inside Man_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:10,00:00:10,NG (Nigeria)
Dozie,2025-05-07 17:49:01,01:07:59,,Inside Man: Most Wanted,,DefaultWidevineAndroidPhone,01:41:04,01:41:04,NG (Nigeria)
Dozie,2025-05-07 17:48:53,00:00:05,Autoplayed: user action: None; ,Inside Man 2_hook_03_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:05,Not latest view,NG (Nigeria)
Dozie,2025-05-07 15:08:29,00:00:04,Autoplayed: user action: None; ,Inside Man 2_hook_03_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:04,Not latest view,NG (Nigeria)
Dozie,2025-05-07 14:35:55,00:32:16,,Zero Day: Limited Series: Episode 6,,DefaultWidevineAndroidPhone,00:49:29,00:49:29,NG (Nigeria)
Dozie,2025-05-07 13:59:16,00:26:16,,Zero Day: Limited Series: Episode 5,,DefaultWidevineAndroidPhone,00:39:21,00:39:21,NG (Nigeria)
Dozie,2025-05-07 13:24:04,00:32:52,,Zero Day: Limited Series: Episode 4,,DefaultWidevineAndroidPhone,00:49:23,00:49:23,NG (Nigeria)
Dozie,2025-05-07 12:52:39,00:30:25,,Zero Day: Limited Series: Episode 3,,DefaultWidevineAndroidPhone,00:45:44,00:45:44,NG (Nigeria)
Dozie,2025-05-07 12:50:25,00:02:13,,Zero Day: Limited Series: Episode 2,,DefaultWidevineAndroidPhone,00:54:30,00:54:30,NG (Nigeria)
Dozie,2025-05-07 11:13:07,00:20:15,,Zero Day: Limited Series: Episode 2,,DefaultWidevineAndroidPhone,00:51:19,Not latest view,NG (Nigeria)
Dozie,2025-05-07 10:55:28,00:14:05,,Zero Day: Limited Series: Episode 2,,DefaultWidevineAndroidPhone,00:21:09,Not latest view,NG (Nigeria)
Dozie,2025-05-07 10:21:47,00:30:10,,Zero Day: Limited Series: Episode 1,,DefaultWidevineAndroidPhone,00:45:10,00:45:10,NG (Nigeria)
Dozie,2025-05-07 10:21:23,00:00:09,Autoplayed: user action: None; ,Limited Series Trailer: Zero Day,TRAILER,DefaultWidevineAndroidPhone,00:00:00,00:00:00,NG (Nigeria)
Dozie,2025-05-07 09:07:49,00:11:30,,The Recruit: Season 2: I.D.N.W.T.B.D.I. (Episode 6),,DefaultWidevineAndroidPhone,00:59:25,00:59:25,NG (Nigeria)
Dozie,2025-05-07 08:38:26,00:27:31,,The Recruit: Season 2: I.D.N.W.T.B.D.I. (Episode 6),,DefaultWidevineAndroidPhone,00:42:30,Not latest view,NG (Nigeria)
Dozie,2025-05-07 08:26:59,00:09:17,,The Recruit: Season 2: W.S.T.W.T.P. (Episode 5),,DefaultWidevineAndroidPhone,00:47:14,00:47:14,NG (Nigeria)
Dozie,2025-05-07 08:21:12,00:03:10,,The Recruit: Season 2: W.S.T.W.T.P. (Episode 5),,DefaultWidevineAndroidPhone,00:33:32,Not latest view,NG (Nigeria)
Dozie,2025-05-07 07:38:39,00:18:33,,The Recruit: Season 2: W.S.T.W.T.P. (Episode 5),,DefaultWidevineAndroidPhone,00:28:58,Not latest view,NG (Nigeria)
Dozie,2025-05-07 07:03:52,00:33:59,,The Recruit: Season 2: A.T.N.W.H.Y.P.A.B.H. (Episode 4),,DefaultWidevineAndroidPhone,00:52:52,00:52:52,NG (Nigeria)
Dozie,2025-05-07 06:59:17,00:04:29,,The Recruit: Season 2: H.H.I.I.T.K.A.L. (Episode 3),,DefaultWidevineAndroidPhone,00:47:03,00:47:03,NG (Nigeria)
Dozie,2025-05-07 06:39:22,00:18:43,,The Recruit: Season 2: H.H.I.I.T.K.A.L. (Episode 3),,DefaultWidevineAndroidPhone,00:40:23,Not latest view,NG (Nigeria)
Dozie,2025-05-06 20:09:59,00:07:09,,The Recruit: Season 2: H.H.I.I.T.K.A.L. (Episode 3),,DefaultWidevineAndroidPhone,00:12:21,Not latest view,NG (Nigeria)
Dozie,2025-05-06 19:49:45,00:20:04,,The Recruit: Season 2: Y.A.R.A.C.O.T.D.O.P. (Episode 2),,DefaultWidevineAndroidPhone,00:48:32,00:48:32,NG (Nigeria)
Dozie,2025-05-06 18:49:51,00:09:41,,The Recruit: Season 2: Y.A.R.A.C.O.T.D.O.P. (Episode 2),,DefaultWidevineAndroidPhone,00:19:12,Not latest view,NG (Nigeria)
Dozie,2025-05-06 18:18:17,00:05:35,,The Recruit: Season 2: Y.A.R.A.C.O.T.D.O.P. (Episode 2),,DefaultWidevineAndroidPhone,00:09:42,Not latest view,NG (Nigeria)
Dozie,2025-05-06 17:42:24,00:34:07,,The Recruit: Season 2: Y.N.A.H.Y.A.L. (Episode 1),,DefaultWidevineAndroidPhone,00:51:26,00:51:26,NG (Nigeria)
Dozie,2025-05-06 17:06:08,00:34:39,,The Recruit: Season 1: W.T.F.I.O.H. (Episode 8),,DefaultWidevineAndroidPhone,00:52:54,00:52:54,NG (Nigeria)
Dozie,2025-05-06 16:23:59,00:35:43,,The Recruit: Season 1: I.M.F.T.B.S. (Episode 7),,DefaultWidevineAndroidPhone,00:55:17,00:55:17,NG (Nigeria)
Dozie,2025-05-06 15:50:22,00:33:35,,The Recruit: Season 1: I.C.I.N.C. (Episode 6),,DefaultWidevineAndroidPhone,00:51:27,00:51:27,NG (Nigeria)
Dozie,2025-05-06 15:18:38,00:31:40,,The Recruit: Season 1: T.S.L.A.Y.P. (Episode 5),,DefaultWidevineAndroidPhone,00:48:10,00:48:10,NG (Nigeria)
Dozie,2025-05-06 14:43:24,00:35:12,,The Recruit: Season 1: I.Y.D.I.A.A.C. (Episode 4),,DefaultWidevineAndroidPhone,00:54:02,00:54:02,NG (Nigeria)
Dozie,2025-05-06 14:10:01,00:33:20,,The Recruit: Season 1: Y.D.E.K.W.Y.D. (Episode 3),,DefaultWidevineAndroidPhone,00:51:14,00:51:14,NG (Nigeria)
Dozie,2025-05-06 14:09:59,00:33:20,Autoplayed: user action: None; ,The Recruit: Season 1: Y.D.E.K.W.Y.D. (Episode 3),,DefaultWidevineAndroidPhone,00:51:14,Not latest view,NG (Nigeria)
Dozie,2025-05-06 13:52:58,00:10:23,,The Recruit: Season 1: N.L.T.S.Y.P. (Episode 2),,DefaultWidevineAndroidPhone,00:55:04,00:55:04,NG (Nigeria)
Dozie,2025-05-06 13:21:14,00:25:31,,The Recruit: Season 1: N.L.T.S.Y.P. (Episode 2),,DefaultWidevineAndroidPhone,00:39:38,Not latest view,NG (Nigeria)
Dozie,2025-05-06 13:18:21,00:02:52,,The Recruit: Season 1: I.N.A.S.I.A.L. (Episode 1),,DefaultWidevineAndroidPhone,00:48:38,00:48:38,NG (Nigeria)
Dozie,2025-05-06 13:03:34,00:10:53,,The Recruit: Season 1: I.N.A.S.I.A.L. (Episode 1),,DefaultWidevineAndroidPhone,00:44:20,Not latest view,NG (Nigeria)
Dozie,2025-05-06 12:42:59,00:00:49,,The Recruit: Season 1: I.N.A.S.I.A.L. (Episode 1),,DefaultWidevineAndroidPhone,00:34:11,Not latest view,NG (Nigeria)
Dozie,2025-05-06 10:29:48,00:22:19,,The Recruit: Season 1: I.N.A.S.I.A.L. (Episode 1),,DefaultWidevineAndroidPhone,00:33:25,Not latest view,NG (Nigeria)
Dozie,2025-05-06 09:39:04,00:02:13,,Young Sheldon: Season 5: A Pink Cadillac and a Glorious Tribal Dance (Episode 12),,DefaultWidevineAndroidPhone,00:03:19,Not latest view,NG (Nigeria)
Dozie,2025-05-06 09:25:42,00:13:03,,"Young Sheldon: Season 5: A Lock-In, a Weather Girl and a Disgusting Habit (Episode 11)",,DefaultWidevineAndroidPhone,00:20:07,00:20:07,NG (Nigeria)
Dozie,2025-05-06 09:12:13,00:11:53,,Young Sheldon: Season 5: An Expensive Glitch and a Goof-Off Room (Episode 10),,DefaultWidevineAndroidPhone,00:18:19,00:18:19,NG (Nigeria)
Dozie,2025-05-06 08:56:47,00:11:52,,Young Sheldon: Season 5: The Yips and an Oddly Hypnotic Bohemian (Episode 9),,DefaultWidevineAndroidPhone,00:18:17,00:18:17,NG (Nigeria)
Dozie,2025-05-06 08:44:15,00:12:31,,Young Sheldon: Season 5: The Grand Chancellor and a Den of Sin (Episode 8),,DefaultWidevineAndroidPhone,00:19:15,00:19:15,NG (Nigeria)
Dozie,2025-05-06 08:30:46,00:13:10,,Young Sheldon: Season 5: An Introduction to Engineering and a Glob of Hair Gel (Episode 7),,DefaultWidevineAndroidPhone,00:19:56,00:19:56,NG (Nigeria)
Dozie,2025-05-06 08:17:59,00:12:44,,Young Sheldon: Season 5: Money Laundering and a Cascade of Hormones (Episode 6),,DefaultWidevineAndroidPhone,00:19:49,00:19:49,NG (Nigeria)
Dozie,2025-05-06 08:11:47,00:06:10,,Young Sheldon: Season 5: Stuffed Animals and a Sweet Southern Syzygy (Episode 5),,DefaultWidevineAndroidPhone,00:19:37,00:19:37,NG (Nigeria)
Dozie,2025-05-06 08:10:27,00:00:07,,Young Sheldon: Season 5: Stuffed Animals and a Sweet Southern Syzygy (Episode 5),,DefaultWidevineAndroidPhone,00:10:33,Not latest view,NG (Nigeria)
Dozie,2025-05-06 08:10:13,00:00:06,,Young Sheldon: Season 5: Pish Posh and a Secret Back Room (Episode 4),,DefaultWidevineAndroidPhone,00:00:25,00:00:25,NG (Nigeria)
Dozie,2025-05-06 08:09:50,00:00:20,,Young Sheldon: Season 5: Potential Energy and Hooch on a Park Bench (Episode 3),,DefaultWidevineAndroidPhone,00:09:45,00:09:45,NG (Nigeria)
Dozie,2025-05-06 07:06:33,00:06:29,,Young Sheldon: Season 5: Stuffed Animals and a Sweet Southern Syzygy (Episode 5),,DefaultWidevineAndroidPhone,00:10:23,Not latest view,NG (Nigeria)
Dozie,2025-05-06 06:54:09,00:12:15,,Young Sheldon: Season 5: Pish Posh and a Secret Back Room (Episode 4),,DefaultWidevineAndroidPhone,00:18:59,Not latest view,NG (Nigeria)
Dozie,2025-05-06 06:43:26,00:10:24,,Young Sheldon: Season 5: Potential Energy and Hooch on a Park Bench (Episode 3),,DefaultWidevineAndroidPhone,00:19:22,Not latest view,NG (Nigeria)
Dozie,2025-05-06 06:38:35,00:01:53,,Young Sheldon: Season 5: Potential Energy and Hooch on a Park Bench (Episode 3),,DefaultWidevineAndroidPhone,00:03:27,Not latest view,NG (Nigeria)
Dozie,2025-05-06 06:35:28,00:03:05,,Young Sheldon: Season 5: Snoopin' Around and the Wonder Twins of Atheism (Episode 2),,DefaultWidevineAndroidPhone,00:18:45,00:18:45,NG (Nigeria)
Dozie,2025-05-06 06:24:34,00:08:54,,Young Sheldon: Season 5: Snoopin' Around and the Wonder Twins of Atheism (Episode 2),,DefaultWidevineAndroidPhone,00:14:21,Not latest view,NG (Nigeria)
Dozie,2025-05-06 06:10:31,00:13:21,,Young Sheldon: Season 5: One Bad Night and Chaos of Selfish Desires (Episode 1),,DefaultWidevineAndroidPhone,00:20:49,00:20:49,NG (Nigeria)
Dozie,2025-05-06 06:06:16,00:04:13,,Young Sheldon: Season 4: The Wild and Woolly World of Nonlinear Dynamics (Episode 18),,DefaultWidevineAndroidPhone,00:17:47,00:17:47,NG (Nigeria)
Dozie,2025-05-06 05:56:02,00:07:40,,Young Sheldon: Season 4: The Wild and Woolly World of Nonlinear Dynamics (Episode 18),,DefaultWidevineAndroidPhone,00:11:30,Not latest view,NG (Nigeria)
Dozie,2025-05-06 05:44:53,00:11:07,,Young Sheldon: Season 4: A Black Hole (Episode 17),,DefaultWidevineAndroidPhone,00:17:47,00:17:47,NG (Nigeria)
Dozie,2025-05-05 20:30:59,00:28:45,,The Union,,DefaultWidevineAndroidPhone,00:43:09,Not latest view,NG (Nigeria)
Dozie,2025-05-05 20:29:49,00:00:21,Autoplayed: user action: None; ,Moment of High Emotion Clip: The Union,HOOK,DefaultWidevineAndroidPhone,00:00:21,00:00:21,NG (Nigeria)
Dozie,2025-05-05 20:29:05,00:00:16,Autoplayed: user action: None; ,"Trailer: Love, Guaranteed",TRAILER,DefaultWidevineAndroidPhone,00:00:02,00:00:02,NG (Nigeria)
Dozie,2025-05-05 19:43:36,00:00:01,,"Love, Guaranteed",,DefaultWidevineAndroidPhone,00:00:01,00:00:01,NG (Nigeria)
Dozie,2025-05-05 19:43:16,00:00:09,Autoplayed: user action: None; ,"Trailer: Love, Guaranteed",TRAILER,DefaultWidevineAndroidPhone,00:00:00,Not latest view,NG (Nigeria)
Dozie,2025-05-05 18:26:04,01:14:31,,La Dolce Villa,,DefaultWidevineAndroidPhone,01:33:06,01:33:06,NG (Nigeria)
Dozie,2025-05-05 18:22:56,00:00:12,,Young Sheldon: Season 4: A Black Hole (Episode 17),,DefaultWidevineAndroidPhone,00:00:59,Not latest view,NG (Nigeria)
Dozie,2025-05-05 18:10:54,00:11:34,,Young Sheldon: Season 4: A Second Prodigy and the Hottest Tips for Pouty Lips (Episode 16),,DefaultWidevineAndroidPhone,00:17:53,00:17:53,NG (Nigeria)
Dozie,2025-05-05 17:58:45,00:11:26,,"Young Sheldon: Season 4: A Virus, Heartbreak and a World of Possibilities (Episode 15)",,DefaultWidevineAndroidPhone,00:17:54,00:17:54,NG (Nigeria)
Dozie,2025-05-05 17:55:52,00:02:52,,Young Sheldon: Season 4: Mitch's Son and the Unconditional Approval of a Government Agency (Episode 14),,DefaultWidevineAndroidPhone,00:18:58,00:18:58,NG (Nigeria)
Dozie,2025-05-05 17:05:35,00:06:32,,Young Sheldon: Season 4: Mitch's Son and the Unconditional Approval of a Government Agency (Episode 14),,DefaultWidevineAndroidPhone,00:14:43,Not latest view,NG (Nigeria)
Dozie,2025-05-05 12:33:46,00:03:22,,Young Sheldon: Season 4: Mitch's Son and the Unconditional Approval of a Government Agency (Episode 14),,DefaultWidevineAndroidPhone,00:05:01,Not latest view,NG (Nigeria)
Dozie,2025-05-05 12:22:10,00:11:34,,Young Sheldon: Season 4: The Geezer Bus and a New Model For Education (Episode 13),,DefaultWidevineAndroidPhone,00:17:56,00:17:56,NG (Nigeria)
Dozie,2025-05-05 12:10:25,00:11:44,,Young Sheldon: Season 4: A Box of Treasure and the Meemaw of Science (Episode 12),,DefaultWidevineAndroidPhone,00:18:13,00:18:13,NG (Nigeria)
Dozie,2025-05-05 12:05:37,00:04:02,,"Young Sheldon: Season 4: A Pager, a Club and a Cranky Bag of Wrinkles (Episode 11)",,DefaultWidevineAndroidPhone,00:18:11,00:18:11,NG (Nigeria)
Dozie,2025-05-05 11:52:45,00:07:22,,"Young Sheldon: Season 4: A Pager, a Club and a Cranky Bag of Wrinkles (Episode 11)",,DefaultWidevineAndroidPhone,00:11:47,Not latest view,NG (Nigeria)
Dozie,2025-05-05 11:36:36,00:11:51,,Young Sheldon: Season 4: Cowboy Aerobics and 473 Grease-Free Bolts (Episode 10),,DefaultWidevineAndroidPhone,00:17:53,00:17:53,NG (Nigeria)
Dozie,2025-05-05 11:20:12,00:11:57,,Young Sheldon: Season 4: Crappy Frozen Ice Cream and an Organ Grinder's Monkey (Episode 9),,DefaultWidevineAndroidPhone,00:18:18,00:18:18,NG (Nigeria)
Dozie,2025-05-05 11:19:48,00:00:06,,Young Sheldon: Season 4: An Existential Crisis and a Bear That Makes Bubbles (Episode 8),,DefaultWidevineAndroidPhone,00:00:10,00:00:10,NG (Nigeria)
Dozie,2025-05-05 10:53:03,00:08:36,,Young Sheldon: Season 4: An Existential Crisis and a Bear That Makes Bubbles (Episode 8),,DefaultWidevineAndroidPhone,00:13:34,Not latest view,NG (Nigeria)
Dozie,2025-05-05 10:34:13,00:11:26,,Young Sheldon: Season 4: A Philosophy Class and Worms That Can Chase You (Episode 7),,DefaultWidevineAndroidPhone,00:17:50,00:17:50,NG (Nigeria)
Dozie,2025-05-05 10:21:56,00:12:06,,Young Sheldon: Season 4: Freshman Orientation and the Invention of the Zipper (Episode 6),,DefaultWidevineAndroidPhone,00:18:57,00:18:57,NG (Nigeria)
Dozie,2025-05-05 10:11:26,00:10:29,,Young Sheldon: Season 4: A Musty Crypt and a Stick to Pee On (Episode 5),,DefaultWidevineAndroidPhone,00:18:39,00:18:39,NG (Nigeria)
Dozie,2025-05-05 10:03:38,00:01:22,,Young Sheldon: Season 4: A Musty Crypt and a Stick to Pee On (Episode 5),,DefaultWidevineAndroidPhone,00:02:59,Not latest view,NG (Nigeria)
Dozie,2025-05-05 06:03:12,00:00:08,,Young Sheldon: Season 4: A Musty Crypt and a Stick to Pee On (Episode 5),,DefaultWidevineAndroidPhone,00:00:51,Not latest view,NG (Nigeria)
Dozie,2025-05-05 05:51:57,00:11:15,,Young Sheldon: Season 4: Bible Camp and a Chariot of Love (Episode 4),,DefaultWidevineAndroidPhone,00:17:50,00:17:50,NG (Nigeria)
Dozie,2025-05-05 05:40:06,00:11:43,,Young Sheldon: Season 4: Training Wheels and an Unleashed Chicken (Episode 3),,DefaultWidevineAndroidPhone,00:18:18,00:18:18,NG (Nigeria)
Dozie,2025-05-05 05:28:01,00:11:47,,"Young Sheldon: Season 4: A Docent, a Little Lady and a Bouncer Named Dalton (Episode 2)",,DefaultWidevineAndroidPhone,00:17:51,00:17:51,NG (Nigeria)
Dozie,2025-05-05 05:16:29,00:11:31,,Young Sheldon: Season 4: Graduation (Episode 1),,DefaultWidevineAndroidPhone,00:18:09,00:18:09,NG (Nigeria)
Dozie,2025-05-05 05:03:54,00:12:33,,Young Sheldon: Season 3: A Secret Letter and a Lowly Disc of Processed Meat (Episode 21),,DefaultWidevineAndroidPhone,00:19:45,00:19:45,NG (Nigeria)
Dozie,2025-05-05 04:51:24,00:12:29,,Young Sheldon: Season 3: A Baby Tooth and the Egyptian God of Knowledge (Episode 20),,DefaultWidevineAndroidPhone,00:18:52,00:18:52,NG (Nigeria)
Dozie,2025-05-05 04:39:06,00:12:17,,Young Sheldon: Season 3: A House for Sale and Serious Woman Stuff (Episode 19),,DefaultWidevineAndroidPhone,00:19:19,00:19:19,NG (Nigeria)
Dozie,2025-05-04 20:20:53,00:00:43,Autoplayed: user action: None; ,Young Sheldon: Season 3: A House for Sale and Serious Woman Stuff (Episode 19),,DefaultWidevineAndroidPhone,00:01:04,Not latest view,NG (Nigeria)
Dozie,2025-05-04 20:08:33,00:12:18,,Young Sheldon: Season 3: A Couple Bruised Ribs and a Cereal Box Ghost Detector (Episode 18),,DefaultWidevineAndroidPhone,00:19:21,00:19:21,NG (Nigeria)
Dozie,2025-05-04 19:56:05,00:12:26,,Young Sheldon: Season 3: An Academic Crime and a More Romantic Taco Bell (Episode 17),,DefaultWidevineAndroidPhone,00:19:10,00:19:10,NG (Nigeria)
Dozie,2025-05-04 19:44:00,00:12:04,,Young Sheldon: Season 3: Pasadena (Episode 16),,DefaultWidevineAndroidPhone,00:19:20,00:19:20,NG (Nigeria)
Dozie,2025-05-04 19:40:13,00:01:29,,Young Sheldon: Season 3: Pasadena (Episode 16),,DefaultWidevineAndroidPhone,00:02:14,Not latest view,NG (Nigeria)
Dozie,2025-05-04 19:28:27,00:11:44,,Young Sheldon: Season 3: A Boyfriend's Ex-Wife and a Good Luck Head Rub (Episode 15),,DefaultWidevineAndroidPhone,00:18:02,00:18:02,NG (Nigeria)
